========================================================================================
   RISOLUZIONE MDP E CAMMINATA OTTIMA (IN-PLACE): soluzioni/soluzione_ip_grid_9.txt
   Dimensioni Griglia: 100x100 | Start: (0,0) | Goal: (99,99)
========================================================================================

--- MATRICE DEI VALORI V* ('#'=Ostacolo) ---
  -97.00   -96.00   -95.00   -94.00   -93.00   -92.00   -91.00   -90.00   -89.00   -88.00   -87.00   -86.00   -85.00   -84.00   -83.00   -82.00   -81.00   -80.00   -79.00   -78.00   -77.00   -76.00   -75.00   -74.00   -73.00        #   -71.00   -70.00   -69.00   -68.00   -67.00   -66.00   -65.00   -64.00   -63.00   -62.00   -61.00   -60.00   -59.00   -58.00   -57.00   -56.00   -55.00   -54.00   -53.00   -52.00   -51.00   -50.00   -49.00   -48.00        #   -46.00   -45.00   -44.00   -43.00   -42.00   -41.00   -40.00   -39.00   -38.00   -37.00   -36.00   -35.00   -34.00   -33.00   -32.00   -31.00   -30.00   -29.00   -28.00   -27.00   -26.00   -25.00   -24.00   -23.00        #   -21.00   -20.00   -19.00   -18.00   -17.00   -16.00   -15.00   -14.00   -13.00   -12.00   -11.00   -10.00   -11.00   -12.00   -13.00   -14.00   -15.00   -16.00   -17.00   -18.00   -19.00   -20.00   -21.00   -22.00 
  -86.00   -85.00   -84.00   -83.00   -82.00   -81.00   -80.00   -79.00   -78.00   -77.00   -76.00   -75.00   -74.00   -73.00   -72.00   -71.00   -70.00   -69.00   -68.00   -67.00   -66.00   -65.00   -64.00   -63.00   -62.00        #   -60.00   -59.00   -58.00   -57.00   -56.00   -55.00   -54.00   -53.00   -52.00   -51.00   -50.00   -49.00   -48.00   -47.00   -46.00   -45.00   -44.00   -43.00   -42.00   -41.00   -40.00   -39.00   -38.00   -37.00        #   -35.00   -34.00   -33.00   -32.00   -31.00   -30.00   -29.00   -28.00   -27.00   -26.00   -25.00   -24.00   -23.00   -22.00   -21.00   -20.00   -19.00   -18.00   -17.00   -16.00   -15.00   -14.00   -13.00   -12.00        #   -10.00    -9.00    -8.00    -7.00    -6.00    -5.00    -4.00    -3.00    -2.00    -1.00     0.00     1.00     0.00    -1.00    -2.00    -3.00    -4.00    -5.00    -6.00    -7.00    -8.00    -9.00   -10.00   -11.00 
  -85.00   -84.00   -83.00   -82.00   -81.00   -80.00   -79.00   -78.00   -77.00   -76.00   -75.00   -74.00   -73.00   -72.00   -71.00   -70.00   -69.00   -68.00   -67.00   -66.00   -65.00   -64.00   -63.00   -62.00   -61.00   -60.00   -59.00   -58.00   -57.00   -56.00   -55.00   -54.00   -53.00   -52.00   -51.00   -50.00   -49.00   -48.00   -47.00   -46.00   -45.00   -44.00   -43.00   -42.00   -41.00   -40.00   -39.00   -38.00   -37.00   -36.00   -35.00   -34.00   -33.00   -32.00   -31.00   -30.00   -29.00   -28.00   -27.00   -26.00   -25.00   -24.00   -23.00   -22.00   -21.00   -20.00   -19.00   -18.00   -17.00   -16.00   -15.00   -14.00   -13.00   -12.00   -11.00   -10.00    -9.00    -8.00    -7.00    -6.00    -5.00    -4.00    -3.00    -2.00    -1.00     0.00     1.00     2.00     1.00     0.00    -1.00    -2.00    -3.00    -4.00    -5.00    -6.00    -7.00    -8.00    -9.00   -10.00 
  -84.00   -83.00   -82.00   -81.00   -80.00   -79.00   -78.00   -77.00   -76.00   -75.00   -74.00   -73.00   -72.00   -73.00   -72.00   -71.00   -70.00   -69.00   -68.00   -67.00   -66.00   -65.00   -64.00   -63.00   -62.00        #   -58.00   -57.00   -56.00   -55.00   -54.00   -53.00   -52.00   -51.00   -50.00   -49.00   -48.00   -47.00   -48.00   -47.00   -46.00   -45.00   -44.00   -43.00   -42.00   -41.00   -40.00   -39.00   -38.00   -37.00        #   -33.00   -32.00   -31.00   -30.00   -29.00   -28.00   -27.00   -26.00   -25.00   -24.00   -23.00   -22.00   -23.00   -22.00   -21.00   -20.00   -19.00   -18.00   -17.00   -16.00   -15.00   -14.00   -13.00   -12.00        #    -8.00    -7.00    -6.00    -5.00    -4.00    -3.00    -2.00    -1.00     0.00     1.00     2.00     3.00     2.00     1.00     0.00    -1.00    -2.00    -3.00    -4.00    -5.00    -6.00    -7.00    -8.00    -9.00 
  -83.00   -82.00   -81.00   -80.00   -79.00   -78.00   -77.00   -76.00   -75.00   -74.00   -73.00   -72.00   -71.00   -72.00   -73.00   -72.00   -71.00   -70.00   -69.00   -68.00   -67.00   -66.00   -65.00   -64.00   -63.00        #   -57.00   -56.00   -55.00   -54.00   -53.00   -52.00   -51.00   -50.00   -49.00   -48.00   -47.00   -46.00   -47.00   -48.00   -47.00   -46.00   -45.00   -44.00   -43.00   -42.00   -41.00   -40.00   -39.00   -38.00        #   -32.00   -31.00   -30.00   -29.00   -28.00   -27.00   -26.00   -25.00   -24.00   -23.00   -22.00   -21.00   -22.00   -23.00   -22.00   -21.00   -20.00   -19.00   -18.00   -17.00   -16.00   -15.00   -14.00   -13.00        #    -7.00    -6.00    -5.00    -4.00    -3.00    -2.00    -1.00     0.00     1.00     2.00     3.00     4.00     3.00     2.00     1.00     0.00    -1.00    -2.00    -3.00    -4.00    -5.00    -6.00    -7.00    -8.00 
  -82.00   -81.00   -80.00   -79.00   -78.00   -77.00   -76.00   -75.00   -74.00   -73.00   -72.00   -71.00   -70.00   -71.00   -72.00   -73.00   -72.00   -71.00   -70.00   -69.00   -68.00   -67.00   -66.00   -65.00   -64.00        #   -56.00   -55.00   -54.00   -53.00   -52.00   -51.00   -50.00   -49.00   -48.00   -47.00   -46.00   -45.00   -46.00   -47.00   -48.00   -47.00   -46.00   -45.00   -44.00   -43.00   -42.00   -41.00   -40.00   -39.00        #   -31.00   -30.00   -29.00   -28.00   -27.00   -26.00   -25.00   -24.00   -23.00   -22.00   -21.00   -20.00   -21.00   -22.00   -23.00   -22.00   -21.00   -20.00   -19.00   -18.00   -17.00   -16.00   -15.00   -14.00        #    -6.00    -5.00    -4.00    -3.00    -2.00    -1.00     0.00     1.00     2.00     3.00     4.00     5.00     4.00     3.00     2.00     1.00     0.00    -1.00    -2.00    -3.00    -4.00    -5.00    -6.00    -7.00 
  -81.00   -80.00   -79.00   -78.00   -77.00   -76.00   -75.00   -74.00   -73.00   -72.00   -71.00   -70.00   -69.00   -70.00   -71.00   -72.00   -73.00   -72.00   -71.00   -70.00   -69.00   -68.00   -67.00   -66.00   -65.00        #   -55.00   -54.00   -53.00   -52.00   -51.00   -50.00   -49.00   -48.00   -47.00   -46.00   -45.00   -44.00   -45.00   -46.00   -47.00   -48.00   -47.00   -46.00   -45.00   -44.00   -43.00   -42.00   -41.00   -40.00        #   -30.00   -29.00   -28.00   -27.00   -26.00   -25.00   -24.00   -23.00   -22.00   -21.00   -20.00   -19.00   -20.00   -21.00   -22.00   -23.00   -22.00   -21.00   -20.00   -19.00   -18.00   -17.00   -16.00   -15.00        #    -5.00    -4.00    -3.00    -2.00    -1.00     0.00     1.00     2.00     3.00     4.00     5.00     6.00     5.00     4.00     3.00     2.00     1.00     0.00    -1.00    -2.00    -3.00    -4.00    -5.00    -6.00 
  -80.00   -79.00   -78.00   -77.00   -76.00   -75.00   -74.00   -73.00   -72.00   -71.00   -70.00   -69.00   -68.00   -69.00   -70.00   -71.00   -72.00   -73.00   -72.00   -71.00   -70.00   -69.00   -68.00   -67.00   -66.00        #   -54.00   -53.00   -52.00   -51.00   -50.00   -49.00   -48.00   -47.00   -46.00   -45.00   -44.00   -43.00   -44.00   -45.00   -46.00   -47.00   -48.00   -47.00   -46.00   -45.00   -44.00   -43.00   -42.00   -41.00        #   -29.00   -28.00   -27.00   -26.00   -25.00   -24.00   -23.00   -22.00   -21.00   -20.00   -19.00   -18.00   -19.00   -20.00   -21.00   -22.00   -23.00   -22.00   -21.00   -20.00   -19.00   -18.00   -17.00   -16.00        #    -4.00    -3.00    -2.00    -1.00     0.00     1.00     2.00     3.00     4.00     5.00     6.00     7.00     6.00     5.00     4.00     3.00     2.00     1.00     0.00    -1.00    -2.00    -3.00    -4.00    -5.00 
  -79.00   -78.00   -77.00   -76.00   -75.00   -74.00   -73.00   -72.00   -71.00   -70.00   -69.00   -68.00   -67.00   -68.00   -69.00   -70.00   -71.00   -72.00   -73.00   -72.00   -71.00   -70.00   -69.00   -68.00   -67.00        #   -53.00   -52.00   -51.00   -50.00   -49.00   -48.00   -47.00   -46.00   -45.00   -44.00   -43.00   -42.00   -43.00   -44.00   -45.00   -46.00   -47.00   -48.00   -47.00   -46.00   -45.00   -44.00   -43.00   -42.00        #   -28.00   -27.00   -26.00   -25.00   -24.00   -23.00   -22.00   -21.00   -20.00   -19.00   -18.00   -17.00   -18.00   -19.00   -20.00   -21.00   -22.00   -23.00   -22.00   -21.00   -20.00   -19.00   -18.00   -17.00        #    -3.00    -2.00    -1.00     0.00     1.00     2.00     3.00     4.00     5.00     6.00     7.00     8.00     7.00     6.00     5.00     4.00     3.00     2.00     1.00     0.00    -1.00    -2.00    -3.00    -4.00 
  -78.00   -77.00   -76.00   -75.00   -74.00   -73.00   -72.00   -71.00   -70.00   -69.00   -68.00   -67.00   -66.00   -67.00   -68.00   -69.00   -70.00   -71.00   -72.00   -73.00   -72.00   -71.00   -70.00   -69.00   -68.00        #   -52.00   -51.00   -50.00   -49.00   -48.00   -47.00   -46.00   -45.00   -44.00   -43.00   -42.00   -41.00   -42.00   -43.00   -44.00   -45.00   -46.00   -47.00   -48.00   -47.00   -46.00   -45.00   -44.00   -43.00        #   -27.00   -26.00   -25.00   -24.00   -23.00   -22.00   -21.00   -20.00   -19.00   -18.00   -17.00   -16.00   -17.00   -18.00   -19.00   -20.00   -21.00   -22.00   -23.00   -22.00   -21.00   -20.00   -19.00   -18.00        #    -2.00    -1.00     0.00     1.00     2.00     3.00     4.00     5.00     6.00     7.00     8.00     9.00     8.00     7.00     6.00     5.00     4.00     3.00     2.00     1.00     0.00    -1.00    -2.00    -3.00 
  -77.00   -76.00   -75.00   -74.00   -73.00   -72.00   -71.00   -70.00   -69.00   -68.00   -67.00   -66.00   -65.00   -66.00   -67.00   -68.00   -69.00   -70.00   -71.00   -72.00   -73.00   -72.00   -71.00   -70.00   -69.00        #   -51.00   -50.00   -49.00   -48.00   -47.00   -46.00   -45.00   -44.00   -43.00   -42.00   -41.00   -40.00   -41.00   -42.00   -43.00   -44.00   -45.00   -46.00   -47.00   -48.00   -47.00   -46.00   -45.00   -44.00        #   -26.00   -25.00   -24.00   -23.00   -22.00   -21.00   -20.00   -19.00   -18.00   -17.00   -16.00   -15.00   -16.00   -17.00   -18.00   -19.00   -20.00   -21.00   -22.00   -23.00   -22.00   -21.00   -20.00   -19.00        #    -1.00     0.00     1.00     2.00     3.00     4.00     5.00     6.00     7.00     8.00     9.00    10.00     9.00     8.00     7.00     6.00     5.00     4.00     3.00     2.00     1.00     0.00    -1.00    -2.00 
  -76.00   -75.00   -74.00   -73.00   -72.00   -71.00   -70.00   -69.00   -68.00   -67.00   -66.00   -65.00   -64.00   -65.00   -66.00   -67.00   -68.00   -69.00   -70.00   -71.00   -72.00   -73.00   -72.00   -71.00   -70.00        #   -50.00   -49.00   -48.00   -47.00   -46.00   -45.00   -44.00   -43.00   -42.00   -41.00   -40.00   -39.00   -40.00   -41.00   -42.00   -43.00   -44.00   -45.00   -46.00   -47.00   -48.00   -47.00   -46.00   -45.00        #   -25.00   -24.00   -23.00   -22.00   -21.00   -20.00   -19.00   -18.00   -17.00   -16.00   -15.00   -14.00   -15.00   -16.00   -17.00   -18.00   -19.00   -20.00   -21.00   -22.00   -23.00   -22.00   -21.00   -20.00        #     0.00     1.00     2.00     3.00     4.00     5.00     6.00     7.00     8.00     9.00    10.00    11.00    10.00     9.00     8.00     7.00     6.00     5.00     4.00     3.00     2.00     1.00     0.00    -1.00 
  -75.00   -74.00   -73.00   -72.00   -71.00   -70.00   -69.00   -68.00   -67.00   -66.00   -65.00   -64.00   -63.00   -64.00   -65.00   -66.00   -67.00   -68.00   -69.00   -70.00   -71.00   -72.00   -73.00   -72.00   -71.00        #   -49.00   -48.00   -47.00   -46.00   -45.00   -44.00   -43.00   -42.00   -41.00   -40.00   -39.00   -38.00   -39.00   -40.00   -41.00   -42.00   -43.00   -44.00   -45.00   -46.00   -47.00   -48.00   -47.00   -46.00        #   -24.00   -23.00   -22.00   -21.00   -20.00   -19.00   -18.00   -17.00   -16.00   -15.00   -14.00   -13.00   -14.00   -15.00   -16.00   -17.00   -18.00   -19.00   -20.00   -21.00   -22.00   -23.00   -22.00   -21.00        #     1.00     2.00     3.00     4.00     5.00     6.00     7.00     8.00     9.00    10.00    11.00    12.00    11.00    10.00     9.00     8.00     7.00     6.00     5.00     4.00     3.00     2.00     1.00     0.00 
  -74.00   -73.00   -72.00   -71.00   -70.00   -69.00   -68.00   -67.00   -66.00   -65.00   -64.00   -63.00   -62.00   -63.00   -64.00   -65.00   -66.00   -67.00   -68.00   -69.00   -70.00   -71.00   -72.00   -73.00   -72.00        #   -48.00   -47.00   -46.00   -45.00   -44.00   -43.00   -42.00   -41.00   -40.00   -39.00   -38.00   -37.00   -38.00   -39.00   -40.00   -41.00   -42.00   -43.00   -44.00   -45.00   -46.00   -47.00   -48.00   -47.00        #   -23.00   -22.00   -21.00   -20.00   -19.00   -18.00   -17.00   -16.00   -15.00   -14.00   -13.00   -12.00   -13.00   -14.00   -15.00   -16.00   -17.00   -18.00   -19.00   -20.00   -21.00   -22.00   -23.00   -22.00        #     2.00     3.00     4.00     5.00     6.00     7.00     8.00     9.00    10.00    11.00    12.00    13.00    12.00    11.00    10.00     9.00     8.00     7.00     6.00     5.00     4.00     3.00     2.00     1.00 
  -73.00   -72.00   -71.00   -70.00   -69.00   -68.00   -67.00   -66.00   -65.00   -64.00   -63.00   -62.00   -61.00   -62.00   -63.00   -64.00   -65.00   -66.00   -67.00   -68.00   -69.00   -70.00   -71.00   -72.00   -73.00        #   -47.00   -46.00   -45.00   -44.00   -43.00   -42.00   -41.00   -40.00   -39.00   -38.00   -37.00   -36.00   -37.00   -38.00   -39.00   -40.00   -41.00   -42.00   -43.00   -44.00   -45.00   -46.00   -47.00   -48.00        #   -22.00   -21.00   -20.00   -19.00   -18.00   -17.00   -16.00   -15.00   -14.00   -13.00   -12.00   -11.00   -12.00   -13.00   -14.00   -15.00   -16.00   -17.00   -18.00   -19.00   -20.00   -21.00   -22.00   -23.00        #     3.00     4.00     5.00     6.00     7.00     8.00     9.00    10.00    11.00    12.00    13.00    14.00    13.00    12.00    11.00    10.00     9.00     8.00     7.00     6.00     5.00     4.00     3.00     2.00 
       #        #        #        #        #        #        #        #        #        #        #        #   -60.00        #        #        #        #        #        #        #        #        #        #        #        #        #        #        #        #        #        #        #        #        #        #        #        #   -35.00        #        #        #        #        #        #        #        #        #        #        #        #        #        #        #        #        #        #        #        #        #        #        #        #   -10.00        #        #        #        #        #        #        #        #        #        #        #        #        #        #        #        #        #        #        #        #        #        #        #        #    15.00        #        #        #        #        #        #        #        #        #        #        #        # 
  -71.00   -70.00   -69.00   -68.00   -67.00   -66.00   -65.00   -64.00   -63.00   -62.00   -61.00   -60.00   -59.00   -58.00   -57.00   -56.00   -55.00   -54.00   -53.00   -52.00   -51.00   -50.00   -49.00   -48.00   -47.00        #   -45.00   -44.00   -43.00   -42.00   -41.00   -40.00   -39.00   -38.00   -37.00   -36.00   -35.00   -34.00   -33.00   -32.00   -31.00   -30.00   -29.00   -28.00   -27.00   -26.00   -25.00   -24.00   -23.00   -22.00        #   -20.00   -19.00   -18.00   -17.00   -16.00   -15.00   -14.00   -13.00   -12.00   -11.00   -10.00    -9.00    -8.00    -7.00    -6.00    -5.00    -4.00    -3.00    -2.00    -1.00     0.00     1.00     2.00     3.00        #     5.00     6.00     7.00     8.00     9.00    10.00    11.00    12.00    13.00    14.00    15.00    16.00    15.00    14.00    13.00    12.00    11.00    10.00     9.00     8.00     7.00     6.00     5.00     4.00 
